,id,title,release_date,vote_average,vote_count,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,imdb_score
6740,10009,Brother Bear,2003-10-23,6.9,1410.0,2003.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.865921839940164
6783,605,The Matrix Revolutions,2003-11-05,6.4,3155.0,2003.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.450591166699239
6785,10719,Elf,2003-10-09,6.4,1007.0,2003.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.522701203905584
6791,508,Love Actually,2003-09-07,7.0,1917.0,2003.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.952383415095455
6991,616,The Last Samurai,2003-12-05,7.3,1946.0,2003.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7.1916233500759255
6994,587,Big Fish,2003-12-25,7.6,2064.0,2003.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.438108702919545
7000,122,The Lord of the Rings: The Return of the King,2003-12-01,8.1,8226.0,2003.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.023780737369437
7101,1954,The Butterfly Effect,2004-01-22,7.3,2119.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.198782250586374
7140,1824,50 First Dates,2004-02-13,6.6,2161.0,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.631909325173136
7194,1586,Secret Window,2004-03-12,6.4,1007.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.522701203905584
7207,924,Dawn of the Dead,2004-03-19,6.8,1039.0,2004.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.79019539589715
7208,38,Eternal Sunshine of the Spotless Mind,2004-03-19,7.9,3758.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7.767287626652353
7220,1487,Hellboy,2004-04-02,6.5,2278.0,2004.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.548563972025095
7271,393,Kill Bill: Vol. 2,2004-04-16,7.7,4061.0,2004.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.598029097628967
7277,10096,13 Going on 30,2004-04-13,6.3,1260.0,2004.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.433471996753248
7278,9509,Man on Fire,2004-04-23,7.3,1583.0,2004.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.172736780742062
7284,10625,Mean Girls,2004-04-30,6.9,2401.0,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.877563155562122
7287,7131,Van Helsing,2004-05-05,6.0,1674.0,2004.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1770518464975686
7291,652,Troy,2004-05-13,6.9,2841.0,2004.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.880518022833199
7717,809,Shrek 2,2004-05-19,6.7,3082.0,2004.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.70974615139188
7718,435,The Day After Tomorrow,2004-05-26,6.2,2462.0,2004.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.296188627375326
7725,673,Harry Potter and the Prisoner of Azkaban,2004-05-31,7.7,6037.0,2004.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.6288527939858835
7728,2789,The Chronicles of Riddick,2004-06-11,6.3,1593.0,2004.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4122363661183535
7829,9472,DodgeBall: A True Underdog Story,2004-06-18,6.2,1009.0,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.388807630408028
7830,594,The Terminal,2004-06-17,7.1,1974.0,2004.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.033270296801017
7834,11036,The Notebook,2004-06-25,7.7,3163.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.573030498030499
7909,558,Spider-Man 2,2004-06-25,6.7,4432.0,2004.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.70707840922257
7914,8699,Anchorman: The Legend of Ron Burgundy,2004-07-09,6.7,1523.0,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.717256902761105
7917,2048,"I, Robot",2004-07-15,6.7,3889.0,2004.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.707954138593236
7938,2502,The Bourne Supremacy,2004-07-23,7.2,2873.0,2004.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.13623205285672
8056,6947,The Village,2004-07-30,6.2,1101.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.377957972695636
8071,1538,Collateral,2004-08-04,7.0,1476.0,2004.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.941756434355119
8083,395,AVP: Alien vs. Predator,2004-08-12,5.6,1241.0,2004.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.935962501025683
8134,1577,Resident Evil: Apocalypse,2004-09-10,6.1,1286.0,2004.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.287519996800512
8147,747,Shaun of the Dead,2004-04-09,7.5,2479.0,2004.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.377445691267443
8180,10555,Shark Tale,2004-09-20,5.8,1612.0,2004.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.029597876082251
8223,4553,The Machinist,2004-02-09,7.3,1280.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.151073434991975
8230,176,Saw,2004-10-01,7.2,2255.0,2004.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.121927663987556
8234,9806,The Incredibles,2004-11-05,7.4,5290.0,2004.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.345580434246238
8238,5255,The Polar Express,2004-11-10,6.4,1524.0,2004.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.4913590485601365
8243,866,Finding Neverland,2004-10-17,7.2,1269.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078411935718324
8245,2059,National Treasure,2004-11-19,6.4,1974.0,2004.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.474741598336991
8257,163,Ocean's Twelve,2004-12-09,6.4,2169.0,2004.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.469280897072205
8258,36648,Blade: Trinity,2004-12-08,5.7,1276.0,2004.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,6.001188465250966
9115,9732,The Lion King 2: Simba's Pride,1998-10-24,6.7,1034.0,1998.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7227579623766065
9392,11774,Lemony Snicket's A Series of Unfortunate Events,2004-12-16,6.7,1521.0,2004.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.717273980349191
9430,670,Oldboy,2003-01-01,8.0,2000.0,2003.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.753964285714286
9522,70,Million Dollar Baby,2004-12-15,7.7,2519.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.545945913973406
9536,118,Charlie and the Chocolate Factory,2005-07-13,6.7,3759.0,2005.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.708196927514843
9542,2567,The Aviator,2004-12-17,7.0,1526.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.943193837258497
9547,693,Meet the Fockers,2004-12-22,6.1,1412.0,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.275162507471608
9647,613,Downfall,2004-09-08,7.7,1059.0,2004.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7.401674608265372
9698,4935,Howl's Moving Castle,2004-11-19,8.2,2049.0,2004.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.919462814549123
9704,8488,Hitch,2005-02-10,6.3,1721.0,2005.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.405767993825176
9709,561,Constantine,2005-02-08,6.6,1837.0,2005.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6.6363332110764714
9771,9928,Robots,2005-03-10,6.0,1383.0,2005.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.20441354980654
9888,187,Sin City,2005-04-01,7.2,2755.0,2005.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.13392034233048
9977,7453,The Hitchhiker's Guide to the Galaxy,2005-01-15,6.6,1340.0,2005.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.646147127329192
10012,1495,Kingdom of Heaven,2005-05-03,6.6,1187.0,2005.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.650332373613346
10014,1640,Crash,2004-01-13,7.2,1172.0,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071358082706768
10069,1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,7.1,4200.0,2005.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.06487462006079
10089,953,Madagascar,2005-05-25,6.6,3322.0,2005.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.622216304104059
10104,787,Mr. & Mrs. Smith,2005-06-07,6.5,3048.0,2005.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.538024440328555
10122,272,Batman Begins,2005-06-10,7.5,7511.0,2005.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.454426502844303
10177,74,War of the Worlds,2005-06-28,6.2,2397.0,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.298346811972976
10192,9738,Fantastic Four,2005-06-29,5.5,3040.0,2005.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.679353309120258
10196,9522,Wedding Crashers,2005-07-14,6.4,1406.0,2005.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4970150652076155
10221,1635,The Island,2005-07-20,6.5,1813.0,2005.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.558327157062566
10240,16320,Serenity,2005-08-25,7.4,1287.0,2005.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.223676952594133
10301,6957,The 40 Year Old Virgin,2005-08-11,6.2,2020.0,2005.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.313059807256236
10332,9335,Transporter 2,2005-08-02,6.2,1076.0,2005.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3807809100797686
10336,1830,Lord of War,2005-09-16,7.0,1356.0,2005.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.937990686576355
10385,3933,Corpse Bride,2005-09-09,7.2,1957.0,2005.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7.112458573172859
10450,142,Brokeback Mountain,2005-09-02,7.5,1531.0,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.320241612154463
10480,215,Saw II,2005-10-28,6.3,1288.0,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.431381831255992
10545,4348,Pride & Prejudice,2005-09-16,7.8,1406.0,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.529753785039724
10550,9392,The Descent,2005-07-08,6.9,1029.0,2005.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.857430159768289
10554,674,Harry Potter and the Goblet of Fire,2005-11-05,7.5,5758.0,2005.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.44166038898781
10585,116,Match Point,2005-10-26,7.2,1134.0,2005.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.068366410211575
10597,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,6.7,2709.0,2005.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.7108790010239066
10598,254,King Kong,2005-12-14,6.6,2403.0,2005.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.629249298754982
10709,834,Underworld: Evolution,2006-01-12,6.4,1548.0,2006.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6.4902884347098215
10826,950,Ice Age: The Meltdown,2006-03-23,6.5,3034.0,2006.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.538175074783734
10839,752,V for Vendetta,2006-03-15,7.7,4562.0,2006.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.608121437037874
10843,388,Inside Man,2006-03-23,7.3,1671.0,2006.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.17789530828453
10881,186,Lucky Number Slevin,2006-02-24,7.4,1356.0,2006.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.2302320658867
10942,588,Silent Hill,2006-04-21,6.3,1093.0,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.447464352972828
10952,956,Mission: Impossible III,2006-05-03,6.5,2062.0,2006.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.552658358425337
10969,7518,Over the Hedge,2006-04-22,6.3,1116.0,2006.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.445365541018387
10972,591,The Da Vinci Code,2006-05-17,6.5,2773.0,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.541219283313692
10973,36668,X-Men: The Last Stand,2006-05-24,6.3,3581.0,2006.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.357562047117303
10979,920,Cars,2006-06-08,6.6,3991.0,2006.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.618906861341731
11002,9339,Click,2006-06-22,6.0,2167.0,2006.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.144323477422465
11007,350,The Devil Wears Prada,2006-06-30,7.0,3198.0,2006.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9688779649231245
11008,58,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,7.0,5380.0,2006.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.980426992225462
11034,10947,High School Musical,2006-01-20,6.1,1048.0,2006.0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,6.316350590623847
11054,9615,The Fast and the Furious: Tokyo Drift,2006-06-03,6.1,1749.0,2006.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.248915390967414
11067,1452,Superman Returns,2006-06-28,5.4,1429.0,2006.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.755059986669631
11073,773,Little Miss Sunshine,2006-07-26,7.5,1728.0,2006.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.336135868171326
11087,1164,Babel,2006-09-08,6.9,1083.0,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.858882321090155
11123,1593,Night at the Museum,2006-10-20,6.4,2949.0,2006.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.453612848444684
11138,1402,The Pursuit of Happyness,2006-12-14,7.7,2607.0,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.550309209618834
11152,1948,Crank,2006-08-31,6.6,1172.0,2006.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.650783920027342
11170,9762,Step Up,2006-08-11,6.7,1092.0,2006.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6.721928840631731
11201,1491,The Illusionist,2006-08-18,7.1,1657.0,2006.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7.023463474402278
11296,1579,Apocalypto,2006-12-07,7.3,1252.0,2006.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.1486933300717554
11306,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,6.5,1617.0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.563727309535057
11308,1417,Pan's Labyrinth,2006-05-27,7.6,3122.0,2006.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7.485397767610634
11316,1422,The Departed,2006-10-05,7.9,4455.0,2006.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.785955744558167
11353,9693,Children of Men,2006-09-22,7.4,2120.0,2006.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.27973691384951
11354,1124,The Prestige,2006-10-19,8.0,4510.0,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.877227687482179
11365,214,Saw III,2006-10-27,6.1,1104.0,2006.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.3087972034200215
11377,1427,Perfume: The Story of a Murderer,2006-09-13,7.1,1198.0,2006.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.00277427225307
11404,36557,Casino Royale,2006-11-14,7.3,3930.0,2006.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.240160432118672
11405,9836,Happy Feet,2006-11-16,5.9,1457.0,2006.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122233374698884
11407,7551,Déjà Vu,2006-11-22,6.6,1519.0,2006.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.642055826788367
11411,1581,The Holiday,2006-12-08,6.7,1259.0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.719846909770162
11437,1372,Blood Diamond,2006-12-07,7.4,2344.0,2006.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.289209111914809
11537,1265,Bridge to Terabithia,2007-02-16,7.0,1146.0,2007.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.930079413296303
11567,2062,Ratatouille,2007-06-22,7.5,4510.0,2007.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.427127887082977
11592,1250,Ghost Rider,2007-02-16,5.2,1754.0,2007.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5.548230130561541
11596,3594,The Number 23,2007-02-23,6.3,1045.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.452045769764217
11617,4638,Hot Fuzz,2007-02-14,7.4,2252.0,2007.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285505346760798
11646,1949,Zodiac,2007-03-02,7.3,2080.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.197252214839424
11662,1271,300,2006-12-09,7.0,5092.0,2006.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.979418940322911
11692,7485,Shooter,2007-03-22,6.9,1495.0,2007.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.867373791621913
11732,1272,Sunshine,2007-04-05,7.0,1210.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.932696324143693
11746,8271,Disturbia,2007-04-12,6.6,1038.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.655208526843767
11780,559,Spider-Man 3,2007-05-01,5.9,3687.0,2007.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.003871677641681
11811,4964,Knocked Up,2007-06-01,6.2,1255.0,2007.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.362342287342289
11815,1562,28 Weeks Later,2007-04-26,6.5,1225.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.5782091097308495
11825,810,Shrek the Third,2007-05-17,6.0,2355.0,2007.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.134819864898674
11827,285,Pirates of the Caribbean: At World's End,2007-05-19,6.9,4627.0,2007.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.887304605868094
11845,298,Ocean's Thirteen,2007-06-07,6.5,2040.0,2007.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.553114454443195
11864,1979,Fantastic 4: Rise of the Silver Surfer,2007-06-13,5.4,2648.0,2007.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.6175701125431114
11869,1991,Death Proof,2007-05-21,6.7,1359.0,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.718779297625452
11917,3021,1408,2007-07-12,6.5,1372.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.572067689255189
11921,1571,Live Free or Die Hard,2007-06-20,6.4,2122.0,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.470522774327122
11924,2698,Evan Almighty,2007-06-09,5.3,1194.0,2007.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.733831590487434
11925,1858,Transformers,2007-06-27,6.6,4113.0,2007.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.61840683162491
11927,675,Harry Potter and the Order of the Phoenix,2007-06-28,7.4,5633.0,2007.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7.348623954718036
11955,2270,Stardust,2007-08-09,7.2,1215.0,2007.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.074583506872138
11959,35,The Simpsons Movie,2007-07-25,6.9,2335.0,2007.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.877040816326531
11965,2503,The Bourne Ultimatum,2007-08-03,7.3,2938.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.22289433225297
11985,8363,Superbad,2007-08-17,7.0,2152.0,2007.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.956602833441069
12041,1992,Planet Terror,2007-04-06,6.5,1109.0,2007.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.583847553937672
12042,5176,3:10 to Yuma,2007-09-06,6.9,1210.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.861936090225565
12049,4347,Atonement,2007-08-29,7.4,1075.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.199943310657597
12080,7737,Resident Evil: Extinction,2007-09-20,6.1,1308.0,2007.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.285238226927939
12083,5915,Into the Wild,2007-09-11,7.8,3139.0,2007.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.658453067954304
12101,4771,Gone Baby Gone,2007-10-19,7.2,1034.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.059785341776868
12165,4982,American Gangster,2007-11-02,7.4,1527.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.244553879766016
12166,5559,Bee Movie,2007-10-28,5.7,1208.0,2007.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.013179575108732
12170,6977,No Country for Old Men,2007-11-08,7.7,3083.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.570195566364977
12209,5876,The Mist,2007-11-21,6.7,1438.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.718013784461153
12210,4523,Enchanted,2007-11-20,6.6,1512.0,2007.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.642202144277194
12216,2268,The Golden Compass,2007-12-04,5.8,1347.0,2007.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.062539639569959
12217,6479,I Am Legend,2007-12-14,6.9,4977.0,2007.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6.8881158872166734
12218,6477,Alvin and the Chipmunks,2007-12-13,5.5,1212.0,2007.0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5.870859062082777
12230,7326,Juno,2007-12-05,7.0,2313.0,2007.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.959086638565843
12254,7350,The Bucket List,2007-12-25,7.0,1138.0,2007.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92973792080935
12277,13885,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,7.0,1745.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6.948735284759783
12278,6637,National Treasure: Book of Secrets,2007-12-13,6.1,1782.0,2007.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.246761925629148
12280,7345,There Will Be Blood,2007-12-28,7.9,1581.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.628453010228599
12298,6023,P.S. I Love You,2007-11-15,7.0,1011.0,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.923832372128203
